,KODE,PT,KOTA,FASWIL,KEBIJAKAN,,,STANDAR_INSTITUSI,,,STDL,AMI,,,EVALUASI_LAIN,,,JML. EV. LAIN,PENGENDALIAN,,,PENINGKATAN,,,BOBOT VLD,Ket. Validasi,BOBOT VER,Ket. Verifikasi,BOBOT UNG,Ket. Unggah,Klaster,COUNT,
346,43093,Sekolah Tinggi Ilmu Ekonomi YP-Karya,Kota Tangerang,Yusep Ikrawan,6,6,2,10,9,0,0,3,0,0,4,0,0,0,1,0,0,6,0,0,6%,Belum Tervalidasi,43%,Belum Terverifikasi,74%,Tidak Lengkap,Merah,,
347,43364,Sekolah Tinggi Ilmu Hukum dan Politik Pelopor Bangsa,Kota Depok,Yusep Ikrawan,6,6,6,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37%,Belum Tervalidasi,37%,Belum Terverifikasi,37%,Tidak Lengkap,Merah,,
348,43247,Sekolah Tinggi Ilmu Hukum Dharma Andhiga,#N/A,Yusep Ikrawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
349,43106,Sekolah Tinggi Ilmu Hukum Gunung Jati,Kota Tangerang,Yusep Ikrawan,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,17%,Tidak Lengkap,Merah,,
350,43329,Sekolah Tinggi Ilmu Hukum Painan,Kabupaten Tangerang,Meita Lukitawati Sujatna,6,4,4,10,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,11%,Belum Tervalidasi,11%,Belum Terverifikasi,77%,Tidak Lengkap,Merah,,
351,43387,Sekolah Tinggi Ilmu Kesehatan Aksari,Kabupaten Indramayu,Lisye Fitria,6,6,0,10,10,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,46%,Belum Terverifikasi,54%,Tidak Lengkap,Merah,,
352,43188,Sekolah Tinggi Ilmu Kesehatan Bina Putera Banjar,Kota Banjar,Lisye Fitria,6,6,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
353,43332,Sekolah Tinggi Ilmu Kesehatan Holistik,Kabupaten Purwakarta,Lisye Fitria,6,1,1,10,10,10,2,3,0,0,3,1,1,0,3,3,3,6,2,2,46%,Belum Tervalidasi,46%,Belum Terverifikasi,80%,Tidak Lengkap,Merah,,
354,43366,Sekolah Tinggi Ilmu Kesehatan Khas Kempek,Kabupaten Cirebon,Yusep Ikrawan,6,6,6,9,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43%,Belum Tervalidasi,43%,Belum Terverifikasi,43%,Tidak Lengkap,Merah,,
355,43388,Sekolah Tinggi Ilmu Kesehatan Yayasan Lembaga Pendidikan Prada,Kabupaten Cirebon,Supriyadi Sadikin,6,5,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43%,Belum Tervalidasi,43%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
356,43383,Sekolah Tinggi Ilmu Kesehatan YPSDMI,Kabupaten Garut,Yusep Ikrawan,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
357,43177,Sekolah Tinggi Ilmu Komputer Poltek Cirebon,Kota Cirebon,Dewi Kurniasih,6,0,0,6,6,6,0,3,3,3,3,3,3,0,10,1,0,6,0,0,26%,Belum Tervalidasi,29%,Belum Terverifikasi,89%,Tidak Lengkap,Merah,,
358,43045,Sekolah Tinggi Ilmu Komunikasi Bandung,Kota Bandung,Supriyadi Sadikin,0,0,3,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,17%,Belum Tervalidasi,0%,Tidak Ada,0%,Tidak Ada,Merah,,
359,43258,Sekolah Tinggi Ilmu Komunikasi Wangsa Jaya,Kota Serang,Supriyadi Sadikin,6,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,26%,Tidak Lengkap,Merah,,
360,43241,Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Bekasi,Kota Bekasi,Supriyadi Sadikin,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
361,43182,Sekolah Tinggi Ilmu Teknik Bina Putra,Kota Banjar,Supriyadi Sadikin,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
362,43346,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al-Amin Indramayu,Kabupaten Indramayu,Dewi Kurniasih,6,2,2,10,7,7,3,3,1,1,4,4,2,0,0,0,0,0,0,0,29%,Belum Tervalidasi,29%,Belum Terverifikasi,54%,Tidak Lengkap,Merah,,
363,43034,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Pasundan,Kota Cimahi,Nanah Sujanah,6,3,3,6,3,3,5,1,1,1,3,1,1,0,0,0,0,0,0,0,20%,Belum Tervalidasi,20%,Belum Terverifikasi,37%,Tidak Lengkap,Merah,,
364,43186,Sekolah Tinggi Kesehatan Indonesia Wirautama,Kabupaten Bandung,Nanah Sujanah,6,0,0,10,0,0,1,3,0,0,4,0,0,21,7,0,0,6,6,6,17%,Belum Tervalidasi,17%,Belum Terverifikasi,91%,Tidak Lengkap,Merah,,
365,43392,Sekolah Tinggi Manajemen Informatika Komputer Tazkia,Kabupaten Bogor,Emma Hermawati Muhari,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
366,43368,Sekolah Tinggi Pendidikan Holistik Berbasis Karakter,Kota Depok,Nanah Sujanah,6,1,1,7,3,3,0,3,0,0,1,0,0,3,1,0,0,6,0,0,11%,Belum Tervalidasi,11%,Belum Terverifikasi,66%,Tidak Lengkap,Merah,,
367,43187,Sekolah Tinggi Seni Musik Bandung,Kota Bandung,Meita Lukitawati Sujatna,6,6,6,10,10,10,0,3,3,3,4,0,0,1,3,3,3,6,6,2,69%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning,,
368,43049,Sekolah Tinggi Teknologi Mineral Indonesia,Kota Bandung,Nanah Sujanah,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
369,43331,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,Kota Depok,Nandi Widarman S,6,6,6,9,9,9,1,3,3,1,4,3,3,0,9,0,0,6,0,0,46%,Belum Tervalidasi,51%,Belum Terverifikasi,94%,Tidak Lengkap,Merah,,
370,43107,Sekolah Tinggi Teknologi Texmaco,Kabupaten Subang,Nandi Widarman S,6,6,6,3,3,3,0,3,3,3,1,1,1,0,3,3,3,6,1,1,46%,Belum Tervalidasi,46%,Belum Terverifikasi,60%,Tidak Lengkap,Merah,,
371,43318,STIEB Perdana Mandiri,Kabupaten Purwakarta,Nan Rahminawati,6,6,6,8,8,8,3,3,1,1,3,0,0,2,3,0,0,6,1,1,46%,Belum Tervalidasi,46%,Belum Terverifikasi,74%,Tidak Lengkap,Merah,,
372,43347,STIKES An Nasher Cirebon,Kabupaten Cirebon,Lisye Fitria,6,6,3,10,3,3,3,3,0,0,0,0,0,1,1,0,0,3,0,0,17%,Belum Tervalidasi,26%,Belum Terverifikasi,66%,Tidak Lengkap,Merah,,
373,43292,STIKES Faathir Husada,Kabupaten Tangerang,Yusep Ikrawan,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,Belum Tervalidasi,6%,Belum Terverifikasi,17%,Tidak Lengkap,Merah,,
374,43298,STIKES Karsa Husada Garut,Kabupaten Garut,Lisye Fitria,6,6,0,4,4,4,0,3,3,3,2,2,1,1,4,4,0,6,1,1,23%,Belum Tervalidasi,51%,Belum Terverifikasi,66%,Tidak Lengkap,Merah,,
375,43277,STIKES Muhammadiyah Ciamis,Kabupaten Ciamis,Dewi Kurniasih,6,6,6,10,10,10,2,3,3,3,4,1,1,1,7,2,2,6,6,6,77%,Belum Tervalidasi,77%,Belum Terverifikasi,91%,Tidak Lengkap,Kuning,,
376,43270,STIKES Wijaya Husada Bogor,Kota Bogor,Yusep Ikrawan,6,0,0,10,0,0,3,3,0,0,3,0,0,0,3,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,80%,Tidak Lengkap,Merah,,
377,43239,STISIP Banten Raya,Kabupaten Pandeglang,Supriyadi Sadikin,6,6,6,6,3,3,0,3,3,3,2,0,0,0,3,0,0,6,0,0,34%,Belum Tervalidasi,34%,Belum Terverifikasi,69%,Tidak Lengkap,Merah,,
378,43183,STISIP Bina Putera Banjar,Kota Banjar,Meita Lukitawati Sujatna,6,6,6,10,10,10,8,3,3,0,1,0,0,0,1,1,1,0,0,0,49%,Belum Tervalidasi,57%,Belum Terverifikasi,57%,Tidak Lengkap,Merah,,
379,43327,STISIP Guna Nusantara,Kabupaten Cianjur,Supriyadi Sadikin,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,20%,Tidak Lengkap,Merah,,
380,43367,STISIP Samudera Indonesia Selatan,Kabupaten Garut,Supriyadi Sadikin,6,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,34%,Tidak Lengkap,Merah,,
381,43148,STISIP Syamsul Ulum,Kota Sukabumi,Supriyadi Sadikin,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3%,Belum Tervalidasi,3%,Belum Terverifikasi,17%,Tidak Lengkap,Merah,,
382,43110,STISIP Tasikmalaya,Kota Tasikmalaya,Dewi Kurniasih,6,6,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,6,6,6,43%,Belum Tervalidasi,43%,Belum Terverifikasi,43%,Tidak Lengkap,Merah,,
383,43111,STKIP Arrahmaniyah,Kota Depok,Nandi Widarman S,6,6,4,6,6,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,29%,Belum Tervalidasi,34%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
384,43350,STKIP Babunnajah Pandeglang,Kabupaten Pandeglang,Supriyadi Sadikin,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
385,43334,STKIP Nahdlatul Ulama Indramayu,Kabupaten Indramayu,Supriyadi Sadikin,6,6,1,7,7,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,3%,Belum Tervalidasi,37%,Belum Terverifikasi,71%,Tidak Lengkap,Merah,,
386,43335,STKIP Purwakarta,Kabupaten Purwakarta,Nandi Widarman S,6,0,0,10,0,0,7,3,0,0,3,0,0,0,6,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,89%,Tidak Lengkap,Merah,,
387,43339,STKIP Situs Banten di Serang,Kota Serang,Emma Hermawati Muhari,6,6,1,8,8,8,0,3,3,1,0,0,0,0,1,1,1,0,0,0,31%,Belum Tervalidasi,51%,Belum Terverifikasi,51%,Tidak Lengkap,Merah,,
388,43321,STKIP Surya,Kota Tangerang,Emma Hermawati Muhari,6,0,0,10,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9%,Belum Tervalidasi,9%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
389,43344,STKIP Syekh Manshur,Kabupaten Pandeglang,Nanah Sujanah,6,5,5,8,0,0,0,3,0,0,4,0,0,0,9,0,0,6,0,0,14%,Belum Tervalidasi,14%,Belum Terverifikasi,91%,Tidak Lengkap,Merah,,
390,43140,STKIP Yasika,Kabupaten Majalengka,Nanah Sujanah,6,3,3,3,3,3,3,3,0,0,1,1,1,2,1,0,0,6,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,54%,Tidak Lengkap,Merah,,
391,43311,STMIK Antar Bangsa,Kota Tangerang,Dewi Kurniasih,6,4,4,10,8,8,1,3,2,2,1,0,0,0,1,0,0,0,0,0,40%,Belum Tervalidasi,40%,Belum Terverifikasi,57%,Tidak Lengkap,Merah,,
392,43121,STMIK Cilegon,Kota Cilegon,Dewi Kurniasih,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
393,43118,STMIK DCI,Kota Tasikmalaya,Emma Hermawati Muhari,6,6,6,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
394,43268,STMIK Dharma Negara,Kota Bandung,Emma Hermawati Muhari,6,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
395,43198,STMIK Ganesha Bandung,Kota Bandung,Dewi Kurniasih,6,4,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29%,Belum Tervalidasi,40%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
396,43073,STMIK IM,Kota Bandung,Meita Lukitawati Sujatna,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
397,43086,STMIK Jabar,Kota Bandung,Nanah Sujanah,6,1,1,10,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26%,Belum Tervalidasi,26%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
398,43071,STMIK Likmi,Kota Bandung,Emma Hermawati Muhari,6,6,6,10,10,10,1,3,3,3,3,3,3,0,1,1,1,6,5,5,71%,Belum Tervalidasi,71%,Belum Terverifikasi,74%,Tidak Lengkap,Kuning,,
399,43251,STMIK Masa Depan,Kota Tangerang,Meita Lukitawati Sujatna,6,0,0,10,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,54%,Tidak Lengkap,Merah,,
400,43238,STMIK MIC Cikarang,#N/A,Nandi Widarman S,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20%,Belum Tervalidasi,0%,Tidak Ada,0%,Tidak Ada,Merah,,
401,43144,STMIK Pamitran,Kabupaten Karawang,Nanah Sujanah,6,6,1,10,10,8,0,3,3,2,3,3,0,0,6,6,0,6,6,0,31%,Belum Tervalidasi,89%,Belum Terverifikasi,89%,Tidak Lengkap,Merah,,
402,43242,STMIK PGRI Tangerang,Kota Tangerang,Emma Hermawati Muhari,6,6,6,10,10,10,0,3,3,3,4,4,0,0,1,1,1,6,5,5,71%,Belum Tervalidasi,71%,Belum Terverifikasi,74%,Tidak Lengkap,Kuning,,
403,43109,STMIK Pranata Indonesia,Kota Bekasi,Meita Lukitawati Sujatna,6,6,6,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26%,Belum Tervalidasi,26%,Belum Terverifikasi,26%,Tidak Lengkap,Merah,,
404,43291,STMIK WIT Cirebon,Kota Cirebon,Nan Rahminawati,6,6,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29%,Belum Tervalidasi,29%,Belum Terverifikasi,29%,Tidak Lengkap,Merah,,
405,41010,Universitas 17 Agustus 1945 Cirebon,Kota Cirebon,Yusep Ikrawan,6,4,4,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,29%,Belum Tervalidasi,29%,Belum Terverifikasi,34%,Tidak Lengkap,Merah,,
406,41092,Universitas Al-Khairiyah,Kota Cilegon,Nandi Widarman S,6,6,6,6,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,34%,Belum Tervalidasi,37%,Belum Terverifikasi,37%,Tidak Lengkap,Merah,,
407,41048,Universitas Bale Bandung,Kabupaten Bandung,Nandi Widarman S,6,6,5,8,8,1,9,3,3,3,1,0,0,0,1,1,0,6,0,0,26%,Belum Tervalidasi,51%,Belum Terverifikasi,69%,Tidak Lengkap,Merah,,
408,41128,Universitas Bandung,Kota Bandung,Nanah Sujanah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
409,41119,Universitas Bani Saleh,Kota Bekasi,Lisye Fitria,6,6,6,6,6,6,0,3,3,1,4,4,2,0,3,3,0,6,6,0,37%,Belum Tervalidasi,69%,Belum Terverifikasi,69%,Tidak Lengkap,Merah,,
410,41109,Universitas Banten,Kota Serang,Yusep Ikrawan,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,46%,Tidak Lengkap,Merah,,
411,41114,Universitas Bestari,Kota Serang,Supriyadi Sadikin,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6%,Belum Tervalidasi,17%,Belum Terverifikasi,17%,Tidak Lengkap,Merah,,
412,041500,Universitas Bhakti Asih Tangerang,#N/A,Nanah Sujanah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
413,41065,Universitas Bina Bangsa,Kota Serang,Nandi Widarman S,6,6,2,10,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23%,Belum Tervalidasi,46%,Belum Terverifikasi,46%,Tidak Lengkap,Merah,,
414,41127,Universitas Horizon Indonesia,Kabupaten Karawang,Dewi Kurniasih,6,0,0,10,0,0,0,3,0,0,1,0,0,0,9,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,97%,Tidak Lengkap,Merah,,
415,41112,Universitas Ichsan Satya,Kota Tangerang Selatan,Lisye Fitria,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
416,41059,Universitas Islam Al-Ihya Kuningan,Kabupaten Kuningan,Lisye Fitria,6,0,0,9,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11%,Belum Tervalidasi,11%,Belum Terverifikasi,49%,Tidak Lengkap,Merah,,
417,041501,Universitas Islam Dr Khez Muttaqien,#N/A,Supriyadi Sadikin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
418,41076,Universitas Kartamulia Purwakarta,Kabupaten Purwakarta,Nanah Sujanah,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11%,Belum Tervalidasi,17%,Belum Terverifikasi,17%,Tidak Lengkap,Merah,,
419,41096,Universitas Kebangsaan Republik Indonesia,Kota Bandung,Lisye Fitria,6,6,6,10,10,10,9,3,3,3,3,3,2,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Kuning,,
420,41117,Universitas La Tansa Mashiro,Kabupaten Lebak,Nanah Sujanah,6,0,0,4,0,0,2,3,0,0,3,0,0,0,3,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,63%,Tidak Lengkap,Merah,,
421,41118,Universitas Mangku Wiyata,Kota Cilegon,Nanah Sujanah,6,5,5,10,1,1,7,3,0,0,3,0,0,0,3,0,0,6,0,0,17%,Belum Tervalidasi,17%,Belum Terverifikasi,80%,Tidak Lengkap,Merah,,
422,41116,Universitas Matana,Kabupaten Tangerang,Nan Rahminawati,6,0,0,10,0,0,7,3,0,0,3,0,0,0,5,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,86%,Tidak Lengkap,Merah,,
423,41032,Universitas Mathla ul Anwar,Kabupaten Pandeglang,Nanah Sujanah,6,6,6,10,10,10,3,3,3,3,3,3,3,0,1,1,1,5,5,5,71%,Belum Tervalidasi,71%,Belum Terverifikasi,71%,Tidak Lengkap,Kuning,,
424,41125,Universitas Mayasari Bakti,Kota Tasikmalaya,Nan Rahminawati,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,46%,Tidak Lengkap,Merah,,
425,41101,Universitas Muhammadiyah A.R. Fachruddin,Kabupaten Tangerang,Nanah Sujanah,6,6,6,10,0,0,6,3,3,3,0,0,0,0,1,1,1,6,6,6,46%,Belum Tervalidasi,46%,Belum Terverifikasi,74%,Tidak Lengkap,Merah,,
426,41080,Universitas Muhammadiyah Banten,Kota Serang,Lisye Fitria,6,2,2,5,5,5,2,3,0,0,0,0,0,0,0,0,0,6,0,0,20%,Belum Tervalidasi,20%,Belum Terverifikasi,57%,Tidak Lengkap,Merah,,
427,41113,Universitas Muhammadiyah Bogor Raya,Kota Bogor,Emma Hermawati Muhari,6,6,6,9,7,0,5,3,3,0,1,1,1,0,1,1,0,6,6,0,17%,Belum Tervalidasi,66%,Belum Terverifikasi,71%,Tidak Lengkap,Merah,,
428,41020,Universitas Nusa Bangsa,Kota Bogor,Lisye Fitria,6,5,5,8,6,6,0,3,3,3,4,1,1,0,3,3,3,6,0,0,49%,Belum Tervalidasi,49%,Belum Terverifikasi,74%,Tidak Lengkap,Merah,,
429,41039,Universitas Pramita Indonesia,Kabupaten Tangerang,Lisye Fitria,6,5,1,10,10,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,20%,Belum Tervalidasi,46%,Belum Terverifikasi,49%,Tidak Lengkap,Merah,,
430,41079,Universitas Primagraha,Kota Serang,Lisye Fitria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah,,
431,41124,Universitas Satu,Kota Bandung,Lisye Fitria,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
432,41097,Universitas Sebelas April,Kabupaten Sumedang,Dewi Kurniasih,6,5,5,3,3,3,1,3,0,0,0,0,0,0,9,0,0,1,0,0,23%,Belum Tervalidasi,23%,Belum Terverifikasi,63%,Tidak Lengkap,Merah,,
433,41126,Universitas Sehati Indonesia,Kabupaten Karawang,Dewi Kurniasih,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,
434,41121,Universitas Setia Budhi Rangkasbitung,Kabupaten Lebak,Dewi Kurniasih,6,6,6,10,8,8,7,3,2,2,2,0,0,0,3,1,0,6,6,6,63%,Belum Tervalidasi,66%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning,,
435,41042,Universitas Subang,Kabupaten Subang,Dewi Kurniasih,6,0,0,10,4,4,22,3,0,0,4,0,0,0,4,4,4,6,6,6,40%,Belum Tervalidasi,40%,Belum Terverifikasi,83%,Tidak Lengkap,Merah,,
436,41056,Universitas Surya,Kota Tangerang,Dewi Kurniasih,6,2,0,9,0,0,0,3,3,0,0,0,0,0,1,1,0,6,6,0,0%,Tidak Ada,34%,Belum Terverifikasi,71%,Tidak Lengkap,Merah,,
437,41030,Universitas Suryakancana,Kabupaten Cianjur,Dewi Kurniasih,6,4,2,10,6,6,10,3,2,2,2,2,1,13,4,0,0,6,4,2,34%,Belum Tervalidasi,46%,Belum Terverifikasi,83%,Tidak Lengkap,Merah,,
438,41085,Universitas Tangerang Raya,Kabupaten Tangerang,Nandi Widarman S,6,6,6,10,0,0,11,3,0,0,0,0,0,0,1,1,0,6,0,0,17%,Belum Tervalidasi,20%,Belum Terverifikasi,74%,Tidak Lengkap,Merah,,
439,41130,Universitas Yarsi Pratama,Kabupaten Tangerang,Nan Rahminawati,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Merah,,