KODEPT,PT,tutup,KEBIJAKAN_UNGGAH,KEBIJAKAN_VERIFIED,KEBIJAKAN_VALID,STANDAR_INSTITUSI_UNGGAH,STANDAR_INSTITUSI_VERIFIED,STANDAR_INSTITUSI_VALID,JML_STDLAIN_VALID,AMI_UNGGAH,AMI_VERIFIED,AMI_VALID,EVALUASI_LAIN_UNGGAH,EVALUASI_LAIN_VERIFIED,EVALUASI_LAIN_VALID,JML_EVAL_LAIN_VALID,PENGENDALIAN_UNGGAH,PENGENDALIAN_VERIFIED,PENGENDALIAN_VALID,PENINGKATAN_UNGGAH,PENINGKATAN_VERIFIED,PENINGKATAN_VALID,BOBOT VALID,KETERANGAN VALID,BOBOT VERIFIKASI,KETERANGAN,BOBOT UNGGAH ,KETERANGAN,KLASTER
41070,Universitas Faletehan,,6,6,6,10,10,10,0,3,3,3,2,2,2,0,10,0,0,6,1,1,57%,Belum Tervalidasi,57%,Belum Terverifikasi,100%,Sudah Unggah,Kuning
41023,Universitas Galuh,,6,6,6,10,10,10,11,3,3,3,3,3,3,0,10,10,9,6,6,6,97%,Belum Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
41024,Universitas Garut,,6,6,6,10,10,10,12,3,3,3,1,0,0,1,4,4,4,6,6,6,83%,Belum Tervalidasi,83%,Belum Terverifikasi,83%,Tidak Lengkap,Merah
41082,Universitas Global Jakarta,,6,6,6,10,8,8,2,3,3,3,4,3,3,1,5,5,5,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,86%,Tidak Lengkap,Kuning
41066,Universitas Halim sanusi,,6,6,6,10,10,10,2,3,3,3,4,4,4,0,5,5,5,6,6,6,86%,Belum Tervalidasi,86%,Belum Terverifikasi,86%,Tidak Lengkap,Merah
41127,Universitas Horizon Indonesia,,6,0,0,10,0,0,0,3,0,0,1,0,0,0,9,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,97%,Tidak Lengkap,Kuning
41001,Universitas Ibn Khaldun Bogor,,6,5,5,10,8,8,2,3,3,3,4,1,1,0,9,1,0,6,6,6,63%,Belum Tervalidasi,66%,Belum Terverifikasi,97%,Tidak Lengkap,Kuning
41112,Universitas Ichsan Satya,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Kuning
41095,Universitas Indonesia Mandiri,,6,6,6,10,10,10,2,3,3,3,0,0,0,0,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Hijau
41093,Universitas Indonesia Membangun,,6,6,6,10,10,10,0,3,3,3,2,1,1,0,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning
41046,Universitas Informatika Dan Bisnis Indonesia,,6,6,6,10,10,10,1,3,3,3,4,4,4,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Hijau
41084,Universitas Insan Cendekia Mandiri,,6,6,6,8,8,8,5,3,3,3,3,2,2,0,10,10,10,6,6,6,94%,Belum Tervalidasi,94%,Belum Terverifikasi,94%,Tidak Lengkap,Hijau
41110,Universitas Insan Pembangunan Indonesia,,6,6,6,10,10,10,3,3,3,3,3,0,0,1,10,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,100%,Sudah Unggah,Merah
41106,Universitas Internasional Jakarta,,6,6,6,10,10,10,7,3,3,3,0,0,0,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
41018,Universitas Islam 45,,6,6,6,10,10,10,7,3,3,3,0,0,0,3,5,5,5,6,6,6,86%,Belum Tervalidasi,86%,Belum Terverifikasi,86%,Tidak Lengkap,Merah
41059,Universitas Islam Al-Ihya Kuningan,,6,0,0,9,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11%,Belum Tervalidasi,11%,Belum Terverifikasi,49%,Tidak Lengkap,Kuning
41002,Universitas Islam Bandung,,6,6,6,10,10,10,1,3,0,0,2,2,2,1,9,9,9,6,6,6,89%,Belum Tervalidasi,89%,Belum Terverifikasi,97%,Tidak Lengkap,Hijau
41115,Universitas Islam Bunga Bangsa Cirebon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Kuning
41003,Universitas Islam Nusantara,,6,6,6,10,10,10,0,3,0,0,4,2,2,0,7,7,7,6,1,1,69%,Belum Tervalidasi,69%,Belum Terverifikasi,91%,Tidak Lengkap,Merah
41005,Universitas Islam Syekh-Yusuf,,6,6,6,10,10,10,2,3,3,3,4,0,0,0,4,4,4,6,6,6,83%,Belum Tervalidasi,83%,Belum Terverifikasi,83%,Tidak Lengkap,Hijau
41021,Universitas Jenderal Achmad Yani,,6,6,6,10,10,10,0,3,3,3,4,4,4,0,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning
41076,Universitas Kartamulia Purwakarta,,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11%,Belum Tervalidasi,11%,Belum Terverifikasi,17%,Tidak Lengkap,Kuning
41006,Universitas Katolik Parahyangan,,6,6,6,10,10,10,6,3,3,3,3,2,2,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
41096,Universitas Kebangsaan Republik Indonesia,,6,6,6,10,10,10,9,3,3,3,3,3,2,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Hijau
41027,Universitas Komputer Indonesia,,6,2,2,10,10,10,10,3,2,2,2,1,1,4,8,8,8,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,94%,Tidak Lengkap,Hijau
41102,Universitas Koperasi Indonesia,,6,4,3,10,10,10,2,3,3,3,3,1,1,1,10,10,10,6,6,3,83%,Belum Tervalidasi,94%,Belum Terverifikasi,100%,Sudah Unggah,Merah
41007,Universitas Kristen Maranatha,,6,6,6,10,10,10,4,3,0,0,4,0,0,1,10,10,10,6,6,6,91%,Belum Tervalidasi,91%,Belum Terverifikasi,100%,Sudah Unggah,Kuning
41038,Universitas Kuningan,,6,6,6,10,10,10,6,3,3,2,4,4,4,0,10,10,10,6,6,6,97%,Belum Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Kuning
41117,Universitas La Tansa Mashiro,,6,6,0,4,4,0,2,3,0,0,3,0,0,0,3,0,0,6,0,0,0%,Tidak Ada,29%,Belum Terverifikasi,63%,Tidak Lengkap,Kuning
41015,Universitas Langlang Buana,,6,6,6,10,10,10,0,3,0,0,3,3,3,0,3,3,3,6,0,0,54%,Belum Tervalidasi,54%,Belum Terverifikasi,80%,Tidak Lengkap,Hijau
41120,Universitas Linggabuana PGRI Sukabumi,,6,6,6,10,5,5,3,3,3,3,0,0,0,0,1,1,1,5,5,5,57%,Belum Tervalidasi,57%,Belum Terverifikasi,71%,Tidak Lengkap,Hijau
41058,Universitas Lintas Internasional Indonesia,,6,5,5,9,9,9,2,3,3,3,3,3,0,3,4,4,3,6,5,5,71%,Belum Tervalidasi,74%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning
41104,Universitas Logistik dan Bisnis Internasional,,6,6,6,10,10,10,1,3,3,3,3,0,0,0,10,10,10,6,0,0,83%,Belum Tervalidasi,83%,Belum Terverifikasi,100%,Sudah Unggah,Merah
41043,Universitas Majalengka,,6,6,6,10,10,10,6,3,3,3,1,1,1,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Kuning
41090,Universitas Mandiri,,6,6,6,10,4,4,1,3,0,0,4,0,0,0,9,9,9,6,2,2,60%,Belum Tervalidasi,60%,Belum Terverifikasi,97%,Tidak Lengkap,Merah
41118,Universitas Mangku Wiyata,,6,6,6,10,2,2,7,3,0,0,3,0,0,0,3,0,0,6,0,0,23%,Belum Tervalidasi,23%,Belum Terverifikasi,80%,Tidak Lengkap,Kuning
41073,Universitas Masoem,,6,6,6,8,7,7,5,3,2,2,4,0,0,0,1,1,1,6,6,6,63%,Belum Tervalidasi,63%,Belum Terverifikasi,69%,Tidak Lengkap,Merah
41116,Universitas Matana,,6,0,0,10,0,0,7,3,0,0,3,0,0,0,5,0,0,6,0,0,0%,Tidak Ada,0%,Tidak Ada,86%,Tidak Lengkap,Kuning
41032,Universitas Mathla ul Anwar,,6,6,6,10,10,10,3,3,3,3,3,3,3,0,1,1,1,5,5,5,71%,Belum Tervalidasi,71%,Belum Terverifikasi,71%,Tidak Lengkap,Merah
41125,Universitas Mayasari Bakti,,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,46%,Tidak Lengkap,Merah
41094,Universitas Medika Suherman,,6,6,6,10,10,10,4,3,3,3,3,3,3,0,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Hijau
41069,Universitas Mitra Karya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
41101,Universitas Muhammadiyah A.R. Fachruddin,,6,0,0,10,10,10,6,3,3,3,0,0,0,0,1,1,1,6,2,2,46%,Belum Tervalidasi,46%,Belum Terverifikasi,74%,Tidak Lengkap,Kuning
41064,Universitas Muhammadiyah Bandung,,6,6,6,10,10,10,1,3,3,3,2,1,1,0,8,8,8,6,6,6,94%,Belum Tervalidasi,94%,Belum Terverifikasi,94%,Tidak Lengkap,Hijau
41080,Universitas Muhammadiyah Banten,,6,2,2,5,5,5,2,3,0,0,0,0,0,0,0,0,0,6,0,0,20%,Belum Tervalidasi,20%,Belum Terverifikasi,57%,Tidak Lengkap,Kuning
41113,Universitas Muhammadiyah Bogor Raya,,6,6,6,9,7,0,5,3,3,0,1,1,1,0,1,1,0,6,6,0,17%,Belum Tervalidasi,66%,Belum Terverifikasi,71%,Tidak Lengkap,Kuning
41029,Universitas Muhammadiyah Cirebon,,6,6,6,10,10,10,1,3,3,3,0,0,0,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
41040,Universitas Muhammadiyah Sukabumi,,6,6,6,9,9,9,3,3,3,3,2,1,1,0,9,9,8,0,0,0,74%,Belum Tervalidasi,77%,Belum Terverifikasi,77%,Tidak Lengkap,Kuning
41051,Universitas Muhammadiyah Tangerang,,6,6,6,7,7,7,5,3,3,3,3,3,3,0,1,1,1,6,6,6,66%,Belum Tervalidasi,66%,Belum Terverifikasi,66%,Tidak Lengkap,Hijau
41061,Universitas Muhammadiyah Tasikmalaya,,6,6,6,10,10,10,5,3,3,3,0,0,0,1,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
41054,Universitas Nahdlatul Ulama Cirebon,,6,6,6,10,8,8,0,3,2,2,3,1,1,0,1,1,1,6,6,6,66%,Belum Tervalidasi,66%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
41031,Universitas Nasional Pasim,,6,6,6,10,10,10,7,3,3,3,4,4,1,3,8,8,8,6,6,6,94%,Belum Tervalidasi,94%,Belum Terverifikasi,94%,Tidak Lengkap,Hijau
41025,Universitas Nurtanio,,6,6,6,10,10,10,1,3,3,3,3,0,0,0,10,10,10,6,6,0,83%,Belum Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
41020,Universitas Nusa Bangsa,,6,5,5,8,6,6,0,3,3,3,4,1,1,0,3,3,3,6,0,0,49%,Belum Tervalidasi,49%,Belum Terverifikasi,74%,Tidak Lengkap,Hijau
41067,Universitas Nusa Putra,,6,5,5,10,10,10,36,3,3,3,3,3,3,2,10,10,10,6,6,6,97%,Belum Tervalidasi,97%,Belum Terverifikasi,100%,Sudah Unggah,Hijau
41004,Universitas Pakuan,,6,6,6,10,10,10,15,3,3,3,4,4,4,1,10,10,5,6,6,6,86%,Belum Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
41033,Universitas Pamulang,,6,6,6,10,10,10,5,3,3,3,2,2,2,0,6,6,6,6,6,6,89%,Belum Tervalidasi,89%,Belum Terverifikasi,89%,Tidak Lengkap,Hijau
41078,Universitas Panca Sakti Bekasi,,6,6,6,10,10,10,5,3,1,1,4,4,3,0,10,10,10,6,6,6,94%,Belum Tervalidasi,94%,Belum Terverifikasi,100%,Sudah Unggah,Hijau
41008,Universitas Pasundan,,6,6,6,10,10,10,61,3,3,3,4,4,4,6,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Kuning
41072,Universitas Pelita Bangsa,,6,5,5,7,7,7,12,3,3,3,3,3,2,1,10,10,0,6,6,6,60%,Belum Tervalidasi,89%,Belum Terverifikasi,91%,Tidak Lengkap,Kuning
41053,Universitas Pembangunan Jaya,,6,6,6,10,10,10,0,3,3,3,4,4,4,0,9,9,9,6,6,6,97%,Belum Tervalidasi,97%,Belum Terverifikasi,97%,Tidak Lengkap,Kuning
41063,Universitas Perjuangan Tasikmalaya,,6,6,6,10,7,7,3,3,3,3,4,4,4,1,1,1,1,6,6,6,66%,Belum Tervalidasi,66%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
41083,Universitas Persatuan Islam,,6,6,6,10,10,10,0,3,3,3,4,4,4,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Hijau
41108,Universitas Pertiwi,,6,6,6,10,10,10,0,3,3,3,4,0,0,0,5,3,3,6,1,1,66%,Belum Tervalidasi,66%,Belum Terverifikasi,86%,Tidak Lengkap,Merah
41039,Universitas Pramita Indonesia,,6,1,1,10,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,20%,Belum Tervalidasi,20%,Belum Terverifikasi,49%,Tidak Lengkap,Hijau
41041,Universitas Presiden,,6,6,6,10,10,10,1,3,3,3,4,4,3,0,10,9,9,6,5,5,94%,Belum Tervalidasi,94%,Belum Terverifikasi,100%,Sudah Unggah,Hijau
41079,Universitas Primagraha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Hijau
41035,Universitas Putra Indonesia,,6,6,6,10,10,10,7,3,3,3,0,0,0,0,9,9,9,6,6,6,97%,Belum Tervalidasi,97%,Belum Terverifikasi,97%,Tidak Lengkap,Hijau
41071,Universitas Raharja,,6,6,6,10,7,7,8,3,1,1,4,4,4,0,9,9,8,6,6,6,80%,Belum Tervalidasi,83%,Belum Terverifikasi,97%,Tidak Lengkap,Kuning
41100,Universitas Sali Al-Aitaam,,6,6,6,9,9,9,1,3,3,3,4,0,0,0,5,5,5,6,6,6,83%,Belum Tervalidasi,83%,Belum Terverifikasi,83%,Tidak Lengkap,Merah
41044,Universitas Sangga Buana,,6,6,6,10,10,10,6,3,3,3,1,1,1,0,5,5,5,6,6,6,86%,Belum Tervalidasi,86%,Belum Terverifikasi,86%,Tidak Lengkap,Merah
41123,Universitas Santo Borromeus,,6,6,6,8,7,7,5,3,3,3,3,2,2,0,3,3,3,6,6,6,71%,Belum Tervalidasi,71%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
41124,Universitas Satu,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Kuning
41097,Universitas Sebelas April,,6,5,5,3,3,3,1,3,0,0,0,0,0,0,9,0,0,1,0,0,23%,Belum Tervalidasi,23%,Belum Terverifikasi,63%,Tidak Lengkap,Kuning
41126,Universitas Sehati Indonesia,,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,26%,Tidak Lengkap,Merah
41049,Universitas Serang Raya,,6,5,5,8,8,8,0,0,0,0,3,3,3,0,6,6,5,6,5,5,66%,Belum Tervalidasi,69%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
41121,Universitas Setia Budhi Rangkasbitung,,6,6,6,10,8,8,7,3,2,2,2,0,0,0,3,1,0,6,6,6,63%,Belum Tervalidasi,66%,Belum Terverifikasi,80%,Tidak Lengkap,Merah
41042,Universitas Subang,,6,0,0,10,4,4,22,3,0,0,4,0,0,0,4,4,4,6,6,6,40%,Belum Tervalidasi,40%,Belum Terverifikasi,83%,Tidak Lengkap,Merah
41056,Universitas Surya,,6,2,0,9,0,0,0,3,3,0,0,0,0,0,1,1,0,6,6,0,0%,Tidak Ada,34%,Belum Terverifikasi,71%,Tidak Lengkap,Hijau
41030,Universitas Suryakancana,,6,4,2,10,6,6,10,3,2,2,2,2,1,13,4,0,0,6,4,2,34%,Belum Tervalidasi,46%,Belum Terverifikasi,83%,Tidak Lengkap,Kuning
41088,Universitas Sutomo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
41009,Universitas Swadaya Gunung Jati,,6,6,6,10,10,10,1,3,3,3,1,1,1,0,6,6,6,6,6,6,89%,Belum Tervalidasi,89%,Belum Terverifikasi,89%,Tidak Lengkap,Hijau
41026,Universitas Swiss German,,6,6,6,10,9,9,5,3,3,3,1,0,0,0,9,1,0,6,0,0,51%,Belum Tervalidasi,54%,Belum Terverifikasi,97%,Tidak Lengkap,Kuning
41085,Universitas Tangerang Raya,,6,6,6,10,4,4,11,3,0,0,0,0,0,0,1,1,0,6,0,0,29%,Belum Tervalidasi,31%,Belum Terverifikasi,74%,Tidak Lengkap,Hijau
41111,Universitas Teknologi Digital,,6,6,6,10,10,10,1,3,3,3,2,0,0,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
41050,Universitas Teknologi Nusantara,,6,6,6,10,10,10,1,3,3,3,4,0,0,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Kuning
41057,Universitas Telkom,,6,6,6,10,10,10,7,3,3,3,4,4,4,5,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Kuning
41122,Universitas Utpadaka Swastika,,6,6,6,10,10,10,4,3,3,3,2,2,2,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Hijau
41047,Universitas Wanita Internasional,,6,6,6,9,9,9,0,3,3,3,0,0,0,0,1,1,1,6,6,6,71%,Belum Tervalidasi,71%,Belum Terverifikasi,71%,Tidak Lengkap,Hijau
41034,Universitas Widyatama,,6,6,6,10,10,10,2,3,3,3,4,4,4,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
41022,Universitas Winaya Mukti,,6,6,6,10,10,10,7,3,2,2,4,2,2,0,10,7,7,6,6,6,89%,Belum Tervalidasi,89%,Belum Terverifikasi,100%,Sudah Unggah,Kuning
41014,Universitas Wiralodra,,6,6,6,10,10,10,2,3,3,3,1,1,0,1,7,7,7,6,6,6,91%,Belum Tervalidasi,91%,Belum Terverifikasi,91%,Tidak Lengkap,Kuning
41130,Universitas Yarsi Pratama,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,17%,Tidak Lengkap,Hijau
41105,Universitas Yatsi Madani,,6,6,6,10,10,10,1,3,3,3,2,2,2,0,1,1,1,6,6,6,74%,Belum Tervalidasi,74%,Belum Terverifikasi,74%,Tidak Lengkap,Merah
41107,Universitas Yayasan Pendidikan Imam Bonjol Majalengka,,6,6,6,10,10,10,4,3,3,3,2,2,2,0,3,3,3,6,6,6,80%,Belum Tervalidasi,80%,Belum Terverifikasi,80%,Tidak Lengkap,Merah
41099,Universitas Yuppentek Indonesia,,6,6,6,10,10,10,1,3,3,3,0,0,0,0,10,10,10,6,6,6,100%,Sudah Tervalidasi,100%,Sudah Terverifikasi,100%,Sudah Unggah,Merah
44124,Akademi Keuangan dan Bisnis Indonesia Internasional,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
48890,Sekolah Tinggi Ilmu Ekonomi Yayasan Pengembangan Bisnis Indonesia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
41128,Universitas Bandung,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
041500,Universitas Bhakti Asih Tangerang,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
041501,Universitas Islam Dr Khez Muttaqien,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,Tidak Ada,0%,Tidak Ada,0%,Tidak Ada,Merah
